epoch,accuracy,loss,val_accuracy,val_loss
0,0.687333345413208,1.2826811075210571,0.7353333234786987,0.8345834016799927
1,0.8038333058357239,0.7144485116004944,0.7073333263397217,1.1758761405944824
2,0.768666684627533,0.9128454327583313,0.7879999876022339,1.079310655593872
3,0.8081666827201843,0.8507912755012512,0.7860000133514404,0.9356181621551514
4,0.8184999823570251,0.8092110753059387,0.8046666383743286,0.8974049687385559
5,0.8109999895095825,0.8533819913864136,0.7919999957084656,1.0196892023086548
6,0.8226666450500488,0.8148120641708374,0.7799999713897705,1.2020925283432007
7,0.8238333463668823,0.8788819909095764,0.8479999899864197,0.836238443851471
8,0.8378333449363708,0.8085141777992249,0.8413333296775818,0.8275420069694519
9,0.8370000123977661,0.8539248108863831,0.871999979019165,0.7506348490715027
10,0.840666651725769,0.7308264970779419,0.7586666941642761,1.6627094745635986
11,0.8485000133514404,0.7726587653160095,0.8619999885559082,0.7085556387901306
12,0.840499997138977,0.8133928775787354,0.8766666650772095,0.7191458940505981
13,0.8521666526794434,0.7787853479385376,0.8460000157356262,0.9219387173652649
14,0.8498333096504211,0.8219744563102722,0.8266666531562805,1.1518491506576538
15,0.85916668176651,0.7063347101211548,0.8526666760444641,0.8950058817863464
16,0.8553333282470703,0.8331959843635559,0.8366666436195374,1.1094969511032104
17,0.8441666960716248,0.8734050989151001,0.8299999833106995,1.135326862335205
18,0.8293333053588867,1.014355182647705,0.79666668176651,1.4155224561691284
19,0.840666651725769,0.9069552421569824,0.8513333201408386,0.9934104084968567
20,0.8483333587646484,0.861778736114502,0.8080000281333923,1.19688081741333
21,0.8486666679382324,0.878393292427063,0.8619999885559082,0.9169935584068298
22,0.859499990940094,0.8364656567573547,0.8326666951179504,1.2023488283157349
23,0.8608333468437195,0.7845256924629211,0.8379999995231628,1.0351413488388062
24,0.8548333048820496,0.8053238987922668,0.8706666827201843,0.7602694630622864
25,0.8491666913032532,0.9115252494812012,0.8733333349227905,0.9145053029060364
26,0.8686666488647461,0.8340731859207153,0.8393333554267883,0.9980909824371338
27,0.8633333444595337,0.8683407306671143,0.840666651725769,1.149097204208374
28,0.8713333606719971,0.8460158705711365,0.8379999995231628,1.0588788986206055
29,0.8706666827201843,0.8450884819030762,0.8106666803359985,1.4628432989120483
30,0.875333309173584,0.7921247482299805,0.8539999723434448,1.0612834692001343
31,0.8740000128746033,0.7944605350494385,0.8086666464805603,1.4919381141662598
32,0.8730000257492065,0.8489301800727844,0.8293333053588867,1.4144814014434814
33,0.8683333396911621,0.8605552315711975,0.7593333125114441,2.2740511894226074
34,0.8544999957084656,0.9496678113937378,0.8346666693687439,1.4621847867965698
35,0.8658333420753479,0.9011531472206116,0.843999981880188,1.3212788105010986
36,0.8546666502952576,1.0022599697113037,0.8539999723434448,1.1908575296401978
37,0.8759999871253967,0.8542625904083252,0.8346666693687439,1.2912278175354004
38,0.8803333044052124,0.7625676393508911,0.8673333525657654,0.961235523223877
39,0.878166675567627,0.7293028831481934,0.8579999804496765,1.0291900634765625
40,0.89083331823349,0.6798471212387085,0.8446666598320007,1.1443185806274414
41,0.8600000143051147,0.9003108739852905,0.8186666369438171,1.4528753757476807
42,0.8600000143051147,0.8958156108856201,0.8173333406448364,1.2297353744506836
43,0.8709999918937683,0.8222583532333374,0.8733333349227905,1.0366630554199219
44,0.8713333606719971,0.7966029644012451,0.828000009059906,1.3274726867675781
45,0.8861666917800903,0.7555364370346069,0.8420000076293945,1.1972403526306152
46,0.875,0.8644333481788635,0.8773333430290222,0.8955621123313904
47,0.8886666893959045,0.7461959719657898,0.8306666612625122,1.5611028671264648
48,0.8958333134651184,0.7086057662963867,0.8533333539962769,1.1519886255264282
49,0.8849999904632568,0.805181086063385,0.8866666555404663,0.9874138236045837
