epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
56,80336.7734375,190.74168395996094,86360.7265625,205.5177459716797
57,77823.5703125,189.16943359375,80721.515625,195.05978393554688
58,78054.78125,188.73838806152344,79557.4296875,197.06373596191406
59,77146.8984375,186.99391174316406,79499.75,196.4742889404297
60,76977.1875,187.56961059570312,79014.78125,193.7307891845703
61,75838.5390625,185.8395538330078,78644.0546875,194.66268920898438
62,75555.3046875,185.33416748046875,78872.375,194.48548889160156
63,75124.5078125,184.7664794921875,76412.546875,189.94471740722656
64,75505.0078125,185.33253479003906,78078.78125,190.5184326171875
65,76176.9140625,185.8679962158203,77319.0234375,194.5107879638672
66,74843.7265625,184.8731231689453,75401.921875,185.8909149169922
67,73721.3359375,182.75694274902344,76079.3359375,189.9235076904297
68,72621.9140625,181.69224548339844,74373.9375,187.00955200195312
69,73888.0234375,183.93283081054688,74167.6953125,186.25872802734375
70,75402.5625,184.47970581054688,74969.1875,186.0724334716797
71,73472.3515625,182.81578063964844,74721.4453125,187.35426330566406
72,73246.578125,181.489501953125,75903.5234375,188.9228973388672
73,73150.21875,182.46165466308594,73404.375,182.5190887451172
74,71063.796875,179.5380859375,81717.6015625,200.9773712158203
75,70685.4453125,179.4305877685547,73543.5625,184.21511840820312
76,70920.78125,179.39710998535156,76576.125,193.586669921875
77,71674.1171875,179.94236755371094,74217.3203125,187.8746795654297
78,70370.1484375,178.7571563720703,73327.3046875,183.2379150390625
79,70026.6328125,177.86700439453125,71322.84375,182.4076385498047
80,69475.8046875,177.5984344482422,71273.84375,178.88548278808594
81,69080.2578125,176.7299346923828,73467.703125,185.90599060058594
82,69014.046875,175.89059448242188,73407.359375,184.10572814941406
83,69041.3203125,175.61802673339844,72632.6953125,181.63818359375
84,68543.1953125,175.32810974121094,77112.40625,191.4456329345703
85,68786.71875,176.97320556640625,72447.9765625,180.6861114501953
86,67379.859375,173.6266632080078,72818.875,181.56845092773438
87,67571.84375,174.81805419921875,74134.6015625,185.1815643310547
88,67727.2578125,174.89788818359375,73078.6328125,188.61256408691406
89,67009.9296875,175.7666778564453,70929.28125,176.46847534179688
90,65791.1171875,172.7123565673828,70760.125,183.99151611328125
91,65307.69140625,171.6907501220703,71349.8359375,180.4588165283203
92,64812.85546875,172.17837524414062,68551.984375,178.0771942138672
93,65664.5390625,172.15093994140625,69878.1484375,180.9901123046875
94,65120.79296875,171.01058959960938,69494.078125,177.97283935546875
95,65952.984375,172.95559692382812,70131.21875,176.46624755859375
96,63369.71875,168.88406372070312,67554.1015625,173.77593994140625
97,63868.52734375,168.85543823242188,74596.0,189.39540100097656
98,63985.734375,170.74618530273438,68469.359375,174.93679809570312
99,63442.90625,169.82325744628906,68570.3046875,177.28421020507812
100,64627.78125,171.61837768554688,73512.328125,184.9214630126953
101,62859.69140625,168.5258331298828,68468.890625,177.90065002441406
102,63765.74609375,169.62171936035156,67279.1484375,174.0968475341797
103,62834.36328125,168.03965759277344,66800.0390625,175.1455841064453
104,62819.6875,168.5100555419922,66542.390625,172.95396423339844
105,61791.76171875,166.77365112304688,70954.4296875,181.43917846679688
106,62296.12109375,167.9173126220703,64800.44140625,170.02206420898438
107,61188.5703125,166.1590576171875,69896.09375,177.82000732421875
108,61766.69921875,167.76271057128906,66074.4765625,173.10594177246094
109,61489.765625,166.21815490722656,69213.796875,179.16259765625
110,61011.53515625,165.6566162109375,64256.7578125,170.34835815429688
111,59832.7578125,164.35226440429688,65109.8125,172.72882080078125
112,60850.98046875,165.8876953125,64781.83984375,171.31344604492188
113,61721.98828125,166.4496307373047,74659.984375,182.39077758789062
114,60787.2265625,165.8376007080078,67501.546875,177.63427734375
115,60460.49609375,165.17343139648438,70819.3671875,187.10177612304688
116,60226.09375,164.6023406982422,63592.6171875,168.6712188720703
117,59163.59375,163.3844757080078,64534.828125,169.84547424316406
118,59805.41796875,164.59039306640625,65147.66796875,170.3499298095703
119,60193.2421875,164.4997100830078,63753.73828125,169.57611083984375
120,59426.66015625,164.35707092285156,65473.44140625,169.48312377929688
121,58561.06640625,161.55921936035156,65314.6640625,172.1520233154297
122,58142.4765625,161.26048278808594,67317.4140625,173.54013061523438
123,61765.546875,166.93942260742188,69124.1640625,178.30712890625
124,59373.66015625,163.9319610595703,65690.8828125,171.79409790039062
125,58534.7734375,162.30845642089844,64851.6015625,168.3686981201172
126,57919.0546875,162.1365203857422,66489.625,170.89207458496094
127,58253.125,162.36807250976562,68617.3671875,176.4973602294922
128,58312.921875,162.52391052246094,62479.46484375,166.54881286621094
129,57301.7734375,161.71994018554688,66818.796875,172.1463165283203
130,57541.078125,160.72714233398438,66812.375,173.9741973876953
131,58651.98046875,163.4153594970703,69003.8125,179.00523376464844
132,57178.875,160.5730743408203,62368.83203125,167.815185546875
133,57447.71484375,162.1583709716797,62917.375,168.05084228515625
134,56942.984375,159.86044311523438,63804.66796875,172.0821075439453
135,58249.734375,162.75413513183594,62457.38671875,168.4210205078125
136,55480.38671875,158.82118225097656,61864.578125,166.4441375732422
137,55775.65234375,158.31068420410156,61842.72265625,167.21893310546875
138,55540.66796875,158.469482421875,64733.96484375,171.74049377441406
139,56332.62109375,158.899169921875,62605.67578125,168.21705627441406
140,57059.96484375,161.3789520263672,59700.17578125,163.4835205078125
141,55083.203125,157.7108612060547,62736.05078125,169.0474853515625
142,54855.765625,157.14285278320312,60533.6328125,164.0231170654297
143,54571.55859375,156.45713806152344,63095.9609375,167.7879180908203
144,55530.91015625,158.45223999023438,63189.89453125,169.5076141357422
145,54895.2578125,156.80047607421875,62206.3984375,167.2628631591797
146,54240.0390625,155.38827514648438,62866.4296875,168.71707153320312
147,53649.68359375,156.4970703125,63480.01953125,171.3835906982422
148,55211.0859375,158.50506591796875,63287.1875,167.36451721191406
149,55057.75,158.2276611328125,62108.515625,167.58248901367188
150,54124.2890625,155.9290771484375,61352.453125,164.79293823242188
151,54272.78125,156.06785583496094,59439.1953125,161.66207885742188
152,53691.74609375,156.6277313232422,61793.140625,166.8527069091797
153,53900.0859375,157.0702362060547,62095.640625,167.7615509033203
154,53990.69140625,156.16378784179688,62400.46484375,166.22344970703125
155,52952.15625,154.00143432617188,60251.27734375,164.0840606689453
156,53903.30859375,156.67855834960938,61944.05859375,164.74267578125
157,52983.3359375,155.37164306640625,60930.55859375,163.86764526367188
158,53517.515625,155.83926391601562,60944.2890625,164.57485961914062
159,53181.3359375,154.22959899902344,62237.625,166.12786865234375
160,53048.1875,154.73150634765625,65366.921875,172.51426696777344
161,51691.078125,152.8142547607422,63092.9140625,169.95245361328125
162,53185.80078125,155.021728515625,62083.125,165.76441955566406
163,52853.984375,154.25155639648438,62290.921875,166.4777374267578
164,51381.31640625,153.09283447265625,61176.7578125,167.13868713378906
165,52422.0859375,153.98672485351562,62752.640625,166.93569946289062
166,51608.19921875,154.15567016601562,60529.6875,165.55503845214844
167,51391.37890625,152.8252716064453,61841.41796875,166.10166931152344
168,53068.40625,155.20018005371094,66073.515625,174.24667358398438
169,51478.7578125,152.8928680419922,63702.4453125,169.0892791748047
170,50980.78515625,151.65574645996094,61021.44921875,165.4571533203125
171,51131.4609375,151.24342346191406,64034.1796875,170.65602111816406
172,51280.8203125,152.1926727294922,61196.43359375,165.95004272460938
173,51803.1015625,153.58587646484375,65445.171875,173.47378540039062
174,52129.48828125,153.20614624023438,61271.68359375,165.4744415283203
175,50335.3125,150.74932861328125,63964.390625,169.0629119873047
176,50390.9921875,151.27886962890625,62179.74609375,164.53207397460938
177,51208.8203125,152.5771026611328,62200.4140625,167.7738494873047
178,50135.2421875,150.56771850585938,62202.703125,166.87498474121094
179,50151.6953125,150.18408203125,63103.40625,170.63632202148438
180,50631.2734375,151.56671142578125,60701.64453125,166.2391357421875
181,49607.265625,149.56214904785156,61719.421875,167.4674835205078
182,50660.63671875,150.7444610595703,61419.01171875,165.2430877685547
183,48874.8203125,149.03602600097656,64413.4609375,171.5773162841797
184,49307.4453125,148.83428955078125,62204.26953125,165.30613708496094
185,49737.78125,149.9103240966797,66695.734375,177.4258575439453
186,50848.484375,151.49583435058594,60670.93359375,165.53268432617188
187,49240.89453125,148.57809448242188,60780.85546875,165.34854125976562
188,49881.359375,149.637451171875,64262.5,167.82281494140625
189,49848.23828125,150.7730712890625,60652.93359375,164.71653747558594
190,49364.15625,150.6482391357422,60914.83984375,162.33502197265625
191,48918.3125,148.40748596191406,61320.33203125,165.82791137695312
192,49031.73828125,149.3949737548828,62279.734375,168.2349853515625
193,50162.7109375,150.8839111328125,61721.21484375,165.73562622070312
194,49173.18359375,148.38250732421875,62615.1640625,167.2086944580078
195,49638.3125,150.12261962890625,61225.51171875,163.74505615234375
196,48408.75,147.14271545410156,58032.21484375,161.3076629638672
197,47901.7109375,147.17152404785156,60469.9609375,165.73202514648438
198,49211.95703125,148.87449645996094,60699.484375,165.47654724121094
199,49285.95703125,149.6917266845703,58649.9921875,162.64825439453125
200,48833.328125,148.4523162841797,61248.21484375,165.7397918701172
201,48642.2578125,147.54910278320312,60085.87890625,163.1816864013672
202,47633.58203125,146.41229248046875,59405.12890625,161.67845153808594
203,48008.734375,147.8411865234375,60346.25390625,164.0533905029297
204,47690.88671875,146.7426300048828,58477.234375,159.73782348632812
205,48693.125,147.2112274169922,60540.8359375,164.11708068847656
206,48038.93359375,147.65431213378906,60105.3671875,162.5406951904297
207,48640.53515625,147.45794677734375,60800.515625,165.38539123535156
208,48162.01953125,148.14012145996094,59027.78125,161.78421020507812
209,47565.3203125,146.7012176513672,59888.40234375,163.7225341796875
210,46758.02734375,144.6354522705078,60784.46484375,165.60635375976562
211,47644.62109375,145.5946502685547,62411.4453125,166.6560821533203
212,49094.80859375,149.17172241210938,59190.0234375,163.35391235351562
213,48367.54296875,146.15721130371094,63397.54296875,171.02947998046875
214,47513.328125,146.6358184814453,58942.65234375,162.94635009765625
215,48115.25,147.2519989013672,61594.765625,167.93247985839844
216,48165.3203125,147.44351196289062,60511.14453125,164.99758911132812
217,46639.76171875,144.9200439453125,62201.265625,165.21621704101562
218,46925.02734375,144.53085327148438,61345.234375,165.1643829345703
219,47196.30078125,146.39361572265625,61367.421875,164.35604858398438
220,47789.28515625,146.96044921875,63826.41796875,168.39364624023438
221,47459.984375,144.7078399658203,60295.73046875,160.97865295410156
222,46691.22265625,144.67864990234375,61241.8515625,164.7967071533203
223,46493.15234375,145.09500122070312,61852.60546875,167.90167236328125
224,48507.2421875,147.4206085205078,61108.85546875,164.5860595703125
225,47816.1328125,146.43714904785156,59630.78515625,162.9259033203125
226,47363.20703125,145.9720001220703,60429.91015625,164.31443786621094
227,46419.15234375,144.74069213867188,60026.41796875,161.89443969726562
228,46247.421875,143.72784423828125,59798.2421875,161.18069458007812
229,46267.75390625,144.18382263183594,63676.7890625,167.05023193359375
230,46119.89453125,143.89398193359375,58062.203125,161.13253784179688
231,45993.4921875,144.22232055664062,58584.92578125,160.82595825195312
232,46930.76171875,144.51988220214844,62632.51171875,168.67332458496094
233,45881.5078125,143.61581420898438,61903.15625,164.4960174560547
234,47691.37890625,145.78160095214844,60547.1953125,164.44578552246094
235,45997.66796875,143.8164520263672,58705.015625,162.0249786376953
236,46586.41796875,145.27796936035156,60362.6640625,162.56283569335938
237,45506.1953125,143.16238403320312,61163.3515625,166.99928283691406
238,46998.1796875,145.8158721923828,59995.11328125,162.99559020996094
239,46202.8984375,144.41360473632812,62443.0,167.24859619140625
240,45190.62109375,142.1269989013672,61592.53515625,169.02218627929688
241,47611.515625,146.9495391845703,59539.3828125,163.63380432128906
242,46618.59765625,144.38861083984375,60274.44921875,161.06727600097656
243,45105.8828125,142.00994873046875,58908.625,162.7079620361328
244,45839.35546875,143.32119750976562,61367.03125,163.47727966308594
245,45392.203125,142.58709716796875,60576.8828125,163.8989715576172
246,45749.2421875,143.32969665527344,60359.26953125,163.57875061035156
247,45059.2734375,142.22715759277344,63468.08203125,168.4777374267578
248,45085.8046875,142.2410888671875,61620.20703125,165.16961669921875
249,45705.23046875,143.05264282226562,65417.66796875,171.1864471435547
