epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
43,134200.59375,255.07044982910156,144695.296875,259.4202880859375
44,133264.265625,254.03408813476562,143471.1875,264.2110900878906
45,132618.40625,253.24603271484375,142287.953125,261.5841369628906
46,132236.171875,253.44754028320312,141921.046875,260.08636474609375
47,131687.375,252.19776916503906,142044.4375,264.0192565917969
48,131265.703125,252.78207397460938,140806.734375,259.14996337890625
49,130780.7109375,251.92774963378906,140828.78125,257.62469482421875
50,130306.015625,250.84268188476562,139874.890625,259.516845703125
51,130000.796875,251.19740295410156,139265.0625,259.2602844238281
52,129684.1796875,250.405517578125,139137.765625,257.3270568847656
53,129373.6328125,250.4576873779297,139303.375,256.426513671875
54,128804.75,249.55203247070312,138289.859375,258.08917236328125
55,128346.390625,249.4667510986328,137829.171875,255.6847686767578
56,127872.0234375,248.60585021972656,137715.9375,256.0602722167969
57,128278.796875,249.21014404296875,136999.25,255.03964233398438
58,127486.7109375,248.72218322753906,136504.234375,255.76663208007812
59,126892.3984375,247.5054168701172,136537.140625,254.9403839111328
60,126569.5625,247.28370666503906,136074.28125,256.4976501464844
61,126350.515625,247.22190856933594,135361.03125,256.7120056152344
62,125941.5859375,247.0169677734375,136283.9375,252.52252197265625
63,125674.96875,247.11155700683594,135602.703125,252.11061096191406
64,126035.6484375,246.81137084960938,134802.84375,252.5496826171875
65,125238.875,245.80267333984375,134413.046875,253.3033905029297
66,124752.484375,245.80612182617188,133735.140625,254.0586395263672
67,124542.25,245.66529846191406,133441.75,252.4884796142578
68,124298.875,244.95555114746094,133283.703125,252.1425018310547
69,123798.078125,244.59332275390625,133133.515625,254.9711151123047
70,124219.03125,244.93435668945312,132734.46875,254.14344787597656
71,124492.984375,245.44110107421875,132462.140625,251.56690979003906
72,123616.578125,244.8663330078125,132641.21875,252.13368225097656
73,123202.9140625,243.80368041992188,131712.0625,251.6018524169922
74,123011.390625,243.75856018066406,132037.828125,254.1044464111328
75,122980.0546875,244.09930419921875,131275.59375,250.7707977294922
76,122533.9765625,243.85116577148438,131729.328125,249.20994567871094
77,122110.5,242.7908172607422,130459.203125,250.35482788085938
78,122095.8828125,243.21871948242188,130668.09375,248.70359802246094
79,121876.0234375,242.53697204589844,130202.671875,248.73924255371094
80,121421.0703125,241.82276916503906,130513.765625,251.4418487548828
81,121398.09375,241.97776794433594,130435.1015625,248.6450958251953
82,120915.7109375,241.76353454589844,130371.5390625,252.7242889404297
83,121110.1796875,242.1838836669922,129875.0703125,250.29278564453125
84,120883.828125,242.00277709960938,128943.078125,248.1348114013672
85,120457.3671875,240.99856567382812,128516.859375,249.98484802246094
86,120469.6796875,241.50979614257812,128366.890625,250.0156707763672
87,120209.203125,241.34536743164062,128773.3046875,249.60491943359375
88,120090.6328125,241.15562438964844,128098.7734375,248.2941131591797
89,120192.3515625,241.35557556152344,128499.984375,246.5153350830078
90,119501.7265625,240.01327514648438,127681.7734375,248.3806915283203
91,119481.1953125,240.8419952392578,128296.328125,246.1405792236328
92,119249.265625,240.3123321533203,127355.2265625,246.6461639404297
93,119319.4765625,239.75747680664062,126929.5859375,248.33946228027344
94,118846.6015625,239.9287567138672,127867.4375,244.75521850585938
95,118651.7890625,239.127685546875,126637.65625,248.20822143554688
96,118542.6171875,239.4917755126953,127616.4765625,247.24349975585938
97,118302.5859375,238.45555114746094,126201.1328125,247.16970825195312
98,118134.3671875,239.0897674560547,125865.7109375,247.70738220214844
99,118159.453125,238.95242309570312,126483.1875,246.3566436767578
100,118172.875,238.94573974609375,126702.046875,243.69015502929688
101,117649.90625,238.65077209472656,126266.40625,245.9534454345703
102,117583.1328125,238.6280975341797,125426.9765625,244.21974182128906
103,117528.6171875,237.40586853027344,125341.4921875,246.23440551757812
104,117263.171875,238.1879425048828,125068.234375,245.037841796875
105,116960.8984375,238.21083068847656,124987.2109375,243.59104919433594
106,117130.671875,237.75894165039062,125283.4296875,243.10223388671875
107,116836.4453125,237.30776977539062,124774.0234375,246.412841796875
108,116509.0,237.7470245361328,124095.234375,244.44448852539062
109,116569.8359375,237.4110107421875,124659.515625,243.1040802001953
110,116745.0390625,237.1079864501953,124103.265625,243.80120849609375
111,116212.5078125,237.3024139404297,124032.3125,246.22561645507812
112,116039.0703125,236.50120544433594,123812.484375,245.5466766357422
113,115950.3515625,236.94749450683594,123364.5390625,244.3181915283203
114,115785.8671875,236.5160675048828,123435.140625,243.44384765625
115,115528.4296875,236.1109161376953,123140.1484375,244.13600158691406
116,115512.0,235.80361938476562,122794.40625,244.2346649169922
117,115395.2890625,235.95399475097656,122916.40625,242.57797241210938
118,115306.546875,235.78167724609375,123018.6328125,244.31658935546875
119,115067.8671875,235.73501586914062,123755.3515625,246.24192810058594
120,115467.3203125,235.94296264648438,123032.6328125,242.57078552246094
121,114840.171875,235.52268981933594,122167.6328125,241.98016357421875
122,114890.4765625,235.4380645751953,121985.3203125,243.26011657714844
123,114697.96875,235.4080352783203,122286.2890625,242.1617431640625
124,114511.1484375,235.19015502929688,122022.3359375,241.31793212890625
125,114376.796875,234.7103729248047,123109.125,242.3217315673828
126,114202.921875,234.580810546875,121500.34375,241.35946655273438
127,114316.3125,234.4201202392578,121387.7421875,243.14581298828125
128,114040.2734375,234.74118041992188,121303.8203125,240.64271545410156
