epoch,accuracy,loss,val_accuracy,val_loss
0,0.30882352590560913,7.030484199523926,0.3076923191547394,2.4553730487823486
1,0.4117647111415863,1.82655668258667,0.5,1.3669180870056152
2,0.28431373834609985,1.237297773361206,0.5192307829856873,0.9448026418685913
3,0.5098039507865906,0.8990492820739746,0.6730769276618958,0.8202059864997864
4,0.7745097875595093,0.8015724420547485,0.807692289352417,0.6413819193840027
5,0.7843137383460999,0.6170382499694824,0.7884615659713745,0.5082108974456787
6,0.7990196347236633,0.4558649957180023,0.9615384340286255,0.4148501753807068
7,0.8627451062202454,0.38078248500823975,0.9230769276618958,0.32360437512397766
8,0.8676470518112183,0.32486361265182495,0.9230769276618958,0.26990753412246704
9,0.8774510025978088,0.29878419637680054,0.9807692170143127,0.24106267094612122
10,0.906862735748291,0.26643580198287964,0.9807692170143127,0.19453869760036469
11,0.9264705777168274,0.23050467669963837,0.9807692170143127,0.16765546798706055
12,0.9313725233078003,0.1980370730161667,1.0,0.12380873411893845
13,0.9313725233078003,0.17407512664794922,0.942307710647583,0.1349811851978302
14,0.9558823704719543,0.14224934577941895,1.0,0.08122869580984116
15,0.9656862616539001,0.10935377329587936,1.0,0.06356041133403778
16,0.9656862616539001,0.08629774302244186,1.0,0.04809024557471275
17,0.9901960492134094,0.07004431635141373,1.0,0.043305858969688416
18,0.9852941036224365,0.058095138520002365,1.0,0.029242951422929764
19,0.9852941036224365,0.04876663163304329,1.0,0.031375691294670105
20,0.9950980544090271,0.04519158601760864,1.0,0.021378282457590103
21,0.9901960492134094,0.045680683106184006,1.0,0.024704333394765854
22,0.9950980544090271,0.03255809471011162,1.0,0.016425851732492447
23,0.9852941036224365,0.03673163056373596,1.0,0.02820635586977005
24,0.9901960492134094,0.04791293293237686,0.9807692170143127,0.04051020368933678
25,0.9656862616539001,0.0814676582813263,0.9615384340286255,0.06523694843053818
26,0.9754902124404907,0.04319719225168228,1.0,0.007773113436996937
27,0.9950980544090271,0.02225777506828308,1.0,0.016210852190852165
28,0.9901960492134094,0.03030070662498474,1.0,0.0061533162370324135
29,0.9901960492134094,0.02516677975654602,1.0,0.009971603751182556
30,1.0,0.019213853403925896,1.0,0.005771965719759464
31,0.9950980544090271,0.01944499835371971,1.0,0.007209106348454952
32,1.0,0.01797480694949627,1.0,0.006148829590529203
33,1.0,0.017095187678933144,1.0,0.004840006120502949
34,0.9950980544090271,0.019937148317694664,1.0,0.005383622366935015
35,1.0,0.01720881462097168,1.0,0.005796571262180805
36,1.0,0.017748765647411346,1.0,0.004494833294302225
37,0.9950980544090271,0.016238408163189888,1.0,0.005976181011646986
38,0.9950980544090271,0.025220854207873344,1.0,0.0033399448730051517
39,0.9901960492134094,0.024791596457362175,1.0,0.0039055421948432922
40,0.9950980544090271,0.014710044488310814,1.0,0.0031422560568898916
41,1.0,0.01393025740981102,1.0,0.0033155963756144047
42,1.0,0.01345299743115902,1.0,0.002931754570454359
43,0.9901960492134094,0.01905307173728943,1.0,0.0036458256654441357
44,0.9950980544090271,0.019662169739603996,1.0,0.0025263712741434574
45,0.9950980544090271,0.014779940247535706,1.0,0.002355029806494713
46,1.0,0.011722632683813572,1.0,0.003697705687955022
47,0.9950980544090271,0.014621490612626076,1.0,0.0029742580372840166
48,0.9950980544090271,0.019882287830114365,1.0,0.002257305197417736
49,0.9901960492134094,0.02329787239432335,1.0,0.0025741723366081715
50,0.9950980544090271,0.017077278345823288,1.0,0.0018130659591406584
51,0.9901960492134094,0.029257124289870262,1.0,0.0016243408899754286
52,0.9950980544090271,0.016285324469208717,1.0,0.0029063804540783167
53,1.0,0.009419827722012997,1.0,0.00128820794634521
54,0.9950980544090271,0.014253232628107071,1.0,0.0035018424969166517
55,1.0,0.009399020113050938,1.0,0.0012477852869778872
56,0.9950980544090271,0.013577613979578018,1.0,0.003192070871591568
57,1.0,0.010796950198709965,1.0,0.001848892541602254
58,0.9950980544090271,0.015632985159754753,1.0,0.005007768981158733
59,0.9950980544090271,0.01697647012770176,1.0,0.0021599107421934605
60,0.9803921580314636,0.02683185786008835,1.0,0.01321097556501627
61,0.9852941036224365,0.026671869680285454,1.0,0.0011536909732967615
62,0.9950980544090271,0.012891548685729504,1.0,0.0024047931656241417
63,1.0,0.008899255655705929,1.0,0.0010483715450391173
64,1.0,0.00919315591454506,1.0,0.001331780687905848
65,0.9950980544090271,0.009668676182627678,1.0,0.0008929780451580882
66,1.0,0.009330565109848976,1.0,0.0013248614268377423
67,1.0,0.008134914562106133,1.0,0.0013517604675143957
68,1.0,0.007799332495778799,1.0,0.0015569595852866769
69,1.0,0.009442376904189587,1.0,0.001240671961568296
70,0.9950980544090271,0.010734181851148605,1.0,0.001275329734198749
71,0.9950980544090271,0.01060678344219923,1.0,0.0007132238824851811
72,1.0,0.008327755145728588,1.0,0.0013030082918703556
73,1.0,0.006943078711628914,1.0,0.000590484298299998
74,1.0,0.009060151875019073,1.0,0.0012509357184171677
75,1.0,0.0075788660906255245,1.0,0.0008593478123657405
76,1.0,0.007378238718956709,1.0,0.0010870841797441244
77,1.0,0.0068973698653280735,1.0,0.000652325339615345
78,0.9950980544090271,0.010333048179745674,1.0,0.0005933104548603296
79,1.0,0.0090866070240736,1.0,0.0009777246741577983
