epoch,accuracy,loss,val_accuracy,val_loss
0,0.38235294818878174,1.2311162948608398,0.38461539149284363,1.2292344570159912
1,0.38235294818878174,1.2285490036010742,0.38461539149284363,1.2267255783081055
2,0.38235294818878174,1.225977897644043,0.38461539149284363,1.2242369651794434
3,0.38235294818878174,1.2235217094421387,0.38461539149284363,1.2217247486114502
4,0.38235294818878174,1.2209277153015137,0.38461539149284363,1.2192848920822144
5,0.38235294818878174,1.2184743881225586,0.38461539149284363,1.2168008089065552
6,0.38235294818878174,1.2160303592681885,0.38461539149284363,1.2143628597259521
7,0.38235294818878174,1.2136424779891968,0.38461539149284363,1.2120004892349243
8,0.38235294818878174,1.2112711668014526,0.38461539149284363,1.2096556425094604
9,0.38235294818878174,1.2088923454284668,0.38461539149284363,1.2073255777359009
10,0.38235294818878174,1.2065538167953491,0.38461539149284363,1.2050654888153076
11,0.38235294818878174,1.2042509317398071,0.38461539149284363,1.2028664350509644
12,0.38235294818878174,1.2020684480667114,0.38461539149284363,1.200594425201416
13,0.38235294818878174,1.1996959447860718,0.38461539149284363,1.1983650922775269
14,0.38235294818878174,1.1974644660949707,0.38461539149284363,1.1960885524749756
15,0.38235294818878174,1.1951680183410645,0.38461539149284363,1.1938683986663818
16,0.38235294818878174,1.1929181814193726,0.38461539149284363,1.1916733980178833
17,0.38235294818878174,1.1907669305801392,0.38461539149284363,1.1895283460617065
18,0.38235294818878174,1.1885806322097778,0.38461539149284363,1.1874926090240479
19,0.38235294818878174,1.1865606307983398,0.38461539149284363,1.1854965686798096
20,0.38235294818878174,1.184543490409851,0.38461539149284363,1.1834896802902222
21,0.38235294818878174,1.1824842691421509,0.38461539149284363,1.1815015077590942
22,0.38235294818878174,1.180457353591919,0.38461539149284363,1.1794699430465698
23,0.38235294818878174,1.1785011291503906,0.38461539149284363,1.177459716796875
24,0.38235294818878174,1.1764329671859741,0.38461539149284363,1.175577998161316
25,0.38235294818878174,1.174485683441162,0.38461539149284363,1.1736884117126465
26,0.38235294818878174,1.1725995540618896,0.38461539149284363,1.1718332767486572
27,0.38235294818878174,1.1706260442733765,0.38461539149284363,1.1700196266174316
28,0.38235294818878174,1.1688438653945923,0.38461539149284363,1.1681321859359741
29,0.38235294818878174,1.1668124198913574,0.38461539149284363,1.166321873664856
30,0.38235294818878174,1.1649785041809082,0.38461539149284363,1.1644855737686157
31,0.38235294818878174,1.1631739139556885,0.38461539149284363,1.1626434326171875
32,0.38235294818878174,1.161285161972046,0.38461539149284363,1.1608270406723022
33,0.38235294818878174,1.1594092845916748,0.38461539149284363,1.1590605974197388
34,0.38235294818878174,1.1576822996139526,0.38461539149284363,1.1572085618972778
35,0.38235294818878174,1.1557344198226929,0.38461539149284363,1.155537486076355
36,0.38235294818878174,1.1540766954421997,0.38461539149284363,1.153849482536316
37,0.38235294818878174,1.1524208784103394,0.38461539149284363,1.1521633863449097
38,0.38235294818878174,1.1507351398468018,0.38461539149284363,1.1505459547042847
39,0.38235294818878174,1.1491563320159912,0.38461539149284363,1.1489291191101074
40,0.38235294818878174,1.1475080251693726,0.38461539149284363,1.147474765777588
41,0.38235294818878174,1.145949363708496,0.38461539149284363,1.146064281463623
42,0.38235294818878174,1.1444201469421387,0.38461539149284363,1.1445130109786987
43,0.38235294818878174,1.1428673267364502,0.38461539149284363,1.1429860591888428
44,0.38235294818878174,1.1413573026657104,0.38461539149284363,1.1415011882781982
45,0.38235294818878174,1.139768123626709,0.38461539149284363,1.1399939060211182
46,0.38235294818878174,1.1382482051849365,0.38461539149284363,1.1383934020996094
47,0.38235294818878174,1.1367123126983643,0.38461539149284363,1.136865496635437
48,0.38235294818878174,1.1350812911987305,0.38461539149284363,1.1355534791946411
49,0.38235294818878174,1.133768081665039,0.38461539149284363,1.1341005563735962
50,0.38235294818878174,1.1321938037872314,0.38461539149284363,1.1327488422393799
51,0.38235294818878174,1.1308913230895996,0.38461539149284363,1.1313077211380005
52,0.38235294818878174,1.129443645477295,0.38461539149284363,1.1300344467163086
